,구,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),노선명,역명,승하차인원,휴일여부
2134,광진구,2019-04-29,13.0,0.0,0.9,2호선,건대입구,96636,0
2135,광진구,2019-04-30,15.8,0.0,1.4,2호선,건대입구,106679,0
2136,광진구,2019-05-01,16.8,0.0,1.8,2호선,건대입구,98107,1
2137,광진구,2019-05-02,17.5,0.0,1.5,2호선,건대입구,104138,0
2138,광진구,2019-05-03,18.3,0.0,1.4,2호선,건대입구,117974,1
2139,광진구,2019-05-04,19.8,0.0,1.3,2호선,건대입구,118349,1
2140,광진구,2019-05-05,19.7,0.0,1.6,2호선,건대입구,88890,1
2141,광진구,2019-05-06,14.8,0.0,2.4,2호선,건대입구,91073,1
2142,광진구,2019-05-07,15.6,0.0,1.9,2호선,건대입구,96051,0
2143,광진구,2019-05-08,16.6,0.0,1.7,2호선,건대입구,94177,0
2144,광진구,2019-05-09,17.3,0.0,1.8,2호선,건대입구,100801,0
2145,광진구,2019-05-10,18.3,0.0,1.5,2호선,건대입구,116805,1
2146,광진구,2019-05-11,20.8,0.0,1.2,2호선,건대입구,110458,1
2147,광진구,2019-05-12,21.6,0.0,1.1,2호선,건대입구,87456,1
2148,광진구,2019-05-13,19.0,0.0,1.2,2호선,건대입구,93178,0
2149,광진구,2019-05-14,20.2,0.0,1.2,2호선,건대입구,97028,0
2150,광진구,2019-05-15,21.2,0.0,1.2,2호선,건대입구,103964,0
2151,광진구,2019-05-16,23.7,0.0,1.3,2호선,건대입구,106777,0
2152,광진구,2019-05-17,23.6,0.0,0.9,2호선,건대입구,112240,1
2153,광진구,2019-05-18,22.6,0.0,1.9,2호선,건대입구,111108,1
2154,광진구,2019-05-19,19.0,17.5,1.0,2호선,건대입구,72537,1
2155,광진구,2019-05-20,17.1,4.0,2.5,2호선,건대입구,94595,0
2156,광진구,2019-05-21,17.6,0.0,2.2,2호선,건대입구,96656,0
2157,광진구,2019-05-22,20.3,0.0,2.0,2호선,건대입구,96155,0
2158,광진구,2019-05-23,22.4,0.0,1.2,2호선,건대입구,96786,0
2159,광진구,2019-05-24,24.7,0.0,1.2,2호선,건대입구,110060,1
2160,광진구,2019-05-25,24.0,0.0,1.3,2호선,건대입구,108185,1
2161,광진구,2019-05-26,24.4,0.0,1.4,2호선,건대입구,81855,1
2162,광진구,2019-05-27,18.2,5.5,2.0,2호선,건대입구,86483,0
2163,광진구,2019-05-28,19.1,0.0,1.9,2호선,건대입구,94755,0
2164,광진구,2019-05-29,20.7,0.0,1.6,2호선,건대입구,96358,0
2165,광진구,2019-05-30,20.2,0.0,1.9,2호선,건대입구,96977,0
2166,광진구,2019-05-31,19.8,0.0,2.1,2호선,건대입구,108546,1
2167,광진구,2019-06-01,19.4,0.0,1.5,2호선,건대입구,106325,1
2168,광진구,2019-06-02,21.8,0.0,1.4,2호선,건대입구,76318,1
2169,광진구,2019-06-03,23.7,0.0,1.3,2호선,건대입구,89664,0
2170,광진구,2019-06-04,23.5,0.0,1.7,2호선,건대입구,92810,0
2171,광진구,2019-06-05,23.8,0.0,1.5,2호선,건대입구,104435,0
2172,광진구,2019-06-06,21.4,5.5,1.1,2호선,건대입구,82002,1
2173,광진구,2019-06-07,19.7,43.5,2.0,2호선,건대입구,96404,1
2174,광진구,2019-06-08,22.1,0.0,1.3,2호선,건대입구,95395,1
2175,광진구,2019-06-09,21.9,0.0,1.6,2호선,건대입구,67438,1
2176,광진구,2019-06-10,18.5,9.0,1.9,2호선,건대입구,88810,0
2177,광진구,2019-06-11,21.1,0.0,1.6,2호선,건대입구,90756,0
2178,광진구,2019-06-12,22.0,0.0,1.5,2호선,건대입구,91673,0
2179,광진구,2019-06-13,23.3,0.0,1.3,2호선,건대입구,93385,0
2180,광진구,2019-06-14,23.7,0.0,1.3,2호선,건대입구,101985,1
2181,광진구,2019-06-15,22.3,4.0,1.8,2호선,건대입구,101217,1
2182,광진구,2019-06-16,22.2,0.0,1.5,2호선,건대입구,69030,1
2183,광진구,2019-06-17,22.4,0.0,1.7,2호선,건대입구,89175,0
2184,광진구,2019-06-18,20.5,10.5,1.3,2호선,건대입구,89973,0
2185,광진구,2019-06-19,21.9,0.0,1.3,2호선,건대입구,93858,0
2186,광진구,2019-06-20,23.5,0.0,1.5,2호선,건대입구,102584,0
2187,광진구,2019-06-21,22.6,0.0,1.6,2호선,건대입구,110916,1
2188,광진구,2019-06-22,24.0,0.0,2.1,2호선,건대입구,108590,1
2189,광진구,2019-06-23,24.2,0.5,1.6,2호선,건대입구,78270,1
2190,광진구,2019-06-24,25.6,0.0,1.7,2호선,건대입구,93995,0
2191,광진구,2019-06-25,26.0,0.0,1.2,2호선,건대입구,95390,0
2192,광진구,2019-06-26,25.3,0.0,1.1,2호선,건대입구,95878,0
2193,광진구,2019-06-27,26.0,0.5,1.5,2호선,건대입구,93346,0
2194,광진구,2019-06-28,25.2,0.0,1.4,2호선,건대입구,104684,1
2195,광진구,2019-06-29,23.0,1.0,1.2,2호선,건대입구,94671,1
2196,광진구,2019-06-30,24.5,0.0,1.7,2호선,건대입구,73100,1
2197,광진구,2019-07-01,24.4,0.0,1.8,2호선,건대입구,89536,0
2198,광진구,2019-07-02,25.0,0.0,1.8,2호선,건대입구,92315,0
2199,광진구,2019-07-03,24.7,0.0,1.2,2호선,건대입구,94588,0
2200,광진구,2019-07-04,26.1,0.0,1.6,2호선,건대입구,96112,0
2201,광진구,2019-07-05,28.0,0.0,1.3,2호선,건대입구,106425,1
2202,광진구,2019-07-06,29.3,0.0,1.7,2호선,건대입구,100746,1
2203,광진구,2019-07-07,26.0,0.0,2.8,2호선,건대입구,74318,1
2204,광진구,2019-07-08,24.7,0.0,2.5,2호선,건대입구,91602,0
2205,광진구,2019-07-09,24.6,0.0,2.3,2호선,건대입구,96361,0
2206,광진구,2019-07-10,22.1,13.5,2.4,2호선,건대입구,92828,0
2207,광진구,2019-07-11,21.7,6.0,1.6,2호선,건대입구,94435,0
2208,광진구,2019-07-12,24.2,0.0,1.6,2호선,건대입구,106201,1
2209,광진구,2019-07-13,25.1,0.0,1.4,2호선,건대입구,100153,1
2210,광진구,2019-07-14,26.3,0.0,1.3,2호선,건대입구,75600,1
2211,광진구,2019-07-15,23.4,29.5,1.0,2호선,건대입구,86753,0
2212,광진구,2019-07-16,25.0,1.0,1.1,2호선,건대입구,92651,0
2213,광진구,2019-07-17,25.8,0.0,1.0,2호선,건대입구,94186,0
2214,광진구,2019-07-18,27.6,0.5,1.1,2호선,건대입구,95441,0
2215,광진구,2019-07-19,28.1,0.0,1.5,2호선,건대입구,106039,1
2216,광진구,2019-07-20,28.1,0.0,2.1,2호선,건대입구,102030,1
2217,광진구,2019-07-21,25.5,6.0,1.8,2호선,건대입구,70789,1
2218,광진구,2019-07-22,27.6,0.0,1.6,2호선,건대입구,91018,0
2219,광진구,2019-07-23,28.4,0.0,1.2,2호선,건대입구,91443,0
2220,광진구,2019-07-24,27.0,0.0,1.1,2호선,건대입구,91637,0
2221,광진구,2019-07-25,26.3,11.0,0.8,2호선,건대입구,90306,0
2222,광진구,2019-07-26,25.3,91.5,1.2,2호선,건대입구,94149,1
2223,광진구,2019-07-27,28.4,36.0,1.0,2호선,건대입구,90138,1
2224,광진구,2019-07-28,25.8,31.5,1.1,2호선,건대입구,65325,1
2225,광진구,2019-07-29,27.7,0.5,1.5,2호선,건대입구,90712,0
2226,광진구,2019-07-30,28.4,0.0,1.8,2호선,건대입구,90565,0
2227,광진구,2019-07-31,25.8,67.5,1.2,2호선,건대입구,87901,0
2228,광진구,2019-08-01,27.1,60.5,1.2,2호선,건대입구,92301,0
2229,광진구,2019-08-02,29.5,0.0,1.0,2호선,건대입구,99465,1
2230,광진구,2019-08-03,29.2,0.0,1.1,2호선,건대입구,84808,1
2231,광진구,2019-08-04,27.9,25.5,1.0,2호선,건대입구,65291,1
2232,광진구,2019-08-05,30.4,0.0,1.0,2호선,건대입구,85793,0
2233,광진구,2019-08-06,31.1,0.0,1.9,2호선,건대입구,88129,0
2234,광진구,2019-08-07,25.8,13.0,1.0,2호선,건대입구,89837,0
2235,광진구,2019-08-08,28.7,0.0,1.1,2호선,건대입구,91822,0
2236,광진구,2019-08-09,29.3,0.0,1.2,2호선,건대입구,100809,1
2237,광진구,2019-08-10,30.9,0.0,1.6,2호선,건대입구,89955,1
2238,광진구,2019-08-11,30.2,3.5,2.4,2호선,건대입구,68903,1
2239,광진구,2019-08-12,26.0,40.0,1.1,2호선,건대입구,83297,0
2240,광진구,2019-08-13,29.5,0.0,1.0,2호선,건대입구,91263,0
2241,광진구,2019-08-14,30.2,0.0,1.9,2호선,건대입구,98854,0
2242,광진구,2019-08-15,25.2,37.5,1.6,2호선,건대입구,70022,1
2243,광진구,2019-08-16,26.4,0.0,1.9,2호선,건대입구,95203,1
2244,광진구,2019-08-17,25.9,0.0,1.8,2호선,건대입구,89924,1
2245,광진구,2019-08-18,25.8,0.0,1.4,2호선,건대입구,69896,1
2246,광진구,2019-08-19,26.3,0.0,1.2,2호선,건대입구,88522,0
2247,광진구,2019-08-20,27.6,0.0,1.7,2호선,건대입구,91366,0
2248,광진구,2019-08-21,26.2,1.5,1.0,2호선,건대입구,91140,0
2249,광진구,2019-08-22,26.7,0.0,1.5,2호선,건대입구,94152,0
2250,광진구,2019-08-23,26.6,0.0,1.6,2호선,건대입구,102697,1
2251,광진구,2019-08-24,24.3,0.0,1.3,2호선,건대입구,99155,1
2252,광진구,2019-08-25,24.6,0.0,1.3,2호선,건대입구,71017,1
2253,광진구,2019-08-26,26.0,0.0,1.0,2호선,건대입구,89535,0
2254,광진구,2019-08-27,25.1,4.5,1.0,2호선,건대입구,89436,0
2255,광진구,2019-08-28,25.9,0.5,1.5,2호선,건대입구,92473,0
2256,광진구,2019-08-29,22.8,55.0,1.2,2호선,건대입구,88638,0
2257,광진구,2019-08-30,23.1,0.0,1.7,2호선,건대입구,103480,1
2258,광진구,2019-08-31,23.7,0.0,1.4,2호선,건대입구,100263,1
2259,광진구,2019-09-01,23.1,0.0,0.9,2호선,건대입구,73547,1
2260,광진구,2019-09-02,24.1,0.0,1.0,2호선,건대입구,91779,0
2261,광진구,2019-09-03,23.4,0.0,1.6,2호선,건대입구,92328,0
2262,광진구,2019-09-04,22.8,10.5,1.5,2호선,건대입구,89575,0
2263,광진구,2019-09-05,22.5,46.5,0.8,2호선,건대입구,88303,0
2264,광진구,2019-09-06,25.3,0.5,1.3,2호선,건대입구,104531,1
2265,광진구,2019-09-07,26.2,2.0,3.9,2호선,건대입구,60249,1
2266,광진구,2019-09-08,24.9,0.5,1.0,2호선,건대입구,73832,1
2267,광진구,2019-09-09,24.6,0.0,0.9,2호선,건대입구,92618,0
2268,광진구,2019-09-10,23.6,56.0,1.4,2호선,건대입구,91020,0
2269,광진구,2019-09-11,23.9,10.0,2.4,2호선,건대입구,101875,0
2270,광진구,2019-09-12,21.2,1.0,1.4,2호선,건대입구,53282,1
2271,광진구,2019-09-13,22.7,0.0,1.2,2호선,건대입구,47213,1
2272,광진구,2019-09-14,22.0,1.0,0.8,2호선,건대입구,67573,1
2273,광진구,2019-09-15,23.8,0.0,1.3,2호선,건대입구,68461,1
2274,광진구,2019-09-16,24.2,0.0,1.7,2호선,건대입구,88447,0
2275,광진구,2019-09-17,23.1,0.0,1.6,2호선,건대입구,92683,0
2276,광진구,2019-09-18,21.8,0.0,1.6,2호선,건대입구,95120,0
2277,광진구,2019-09-19,19.7,0.0,1.3,2호선,건대입구,97391,0
2278,광진구,2019-09-20,19.7,0.0,1.5,2호선,건대입구,109549,1
2279,광진구,2019-09-21,19.5,0.0,1.4,2호선,건대입구,105640,1
2280,광진구,2019-09-22,18.1,2.5,2.3,2호선,건대입구,67075,1
2281,광진구,2019-09-23,19.9,0.0,1.6,2호선,건대입구,92421,0
2282,광진구,2019-09-24,19.7,0.0,1.3,2호선,건대입구,95651,0
2283,광진구,2019-09-25,20.2,0.0,1.0,2호선,건대입구,95510,0
2284,광진구,2019-09-26,22.1,0.0,1.1,2호선,건대입구,96898,0
2285,광진구,2019-09-27,22.2,0.0,1.2,2호선,건대입구,107386,1
2286,광진구,2019-09-28,23.3,0.0,1.1,2호선,건대입구,104612,1
2287,광진구,2019-09-29,22.4,0.0,1.1,2호선,건대입구,75653,1
2288,광진구,2019-09-30,21.9,0.0,1.0,2호선,건대입구,90435,0
2289,광진구,2019-10-01,22.5,0.0,1.1,2호선,건대입구,90604,0
2290,광진구,2019-10-02,21.7,21.0,1.7,2호선,건대입구,98617,0
2291,광진구,2019-10-03,22.1,14.5,1.4,2호선,건대입구,83304,1
2292,광진구,2019-10-04,22.0,0.0,1.2,2호선,건대입구,105667,1
2293,광진구,2019-10-05,19.0,0.0,2.1,2호선,건대입구,103220,1
2294,광진구,2019-10-06,18.0,0.0,1.8,2호선,건대입구,73665,1
2295,광진구,2019-10-07,14.9,25.5,0.9,2호선,건대입구,83135,0
2296,광진구,2019-10-08,15.6,0.0,1.6,2호선,건대입구,102640,0
2297,광진구,2019-10-09,13.9,0.0,1.0,2호선,건대입구,82654,1
2298,광진구,2019-10-10,14.8,0.0,0.9,2호선,건대입구,91484,0
2299,광진구,2019-10-11,18.4,0.0,1.5,2호선,건대입구,103857,1
2300,광진구,2019-10-12,17.6,0.0,2.6,2호선,건대입구,101006,1
2301,광진구,2019-10-13,16.8,0.0,1.1,2호선,건대입구,74799,1
2302,광진구,2019-10-14,15.1,0.0,1.4,2호선,건대입구,91557,0
2303,광진구,2019-10-15,15.1,0.0,1.1,2호선,건대입구,91829,0
2304,광진구,2019-10-16,14.8,0.0,1.1,2호선,건대입구,89705,0
2305,광진구,2019-10-17,15.1,0.0,1.1,2호선,건대입구,92473,0
2306,광진구,2019-10-18,17.0,0.0,1.6,2호선,건대입구,102379,1
2307,광진구,2019-10-19,16.9,0.0,1.1,2호선,건대입구,98236,1
2308,광진구,2019-10-20,15.6,0.0,0.8,2호선,건대입구,72129,1
2309,광진구,2019-10-21,16.3,0.0,0.7,2호선,건대입구,85897,0
2310,광진구,2019-10-22,17.3,0.0,0.8,2호선,건대입구,88506,0
2311,광진구,2019-10-23,17.2,0.0,1.4,2호선,건대입구,89483,0
2312,광진구,2019-10-24,18.6,0.0,1.8,2호선,건대입구,94562,0
2313,광진구,2019-10-25,17.0,4.0,1.5,2호선,건대입구,109066,1
2314,광진구,2019-10-26,10.8,0.0,1.7,2호선,건대입구,112657,1
2315,광진구,2019-10-27,11.0,0.0,1.0,2호선,건대입구,80120,1
2316,광진구,2019-10-28,12.8,2.5,1.4,2호선,건대입구,91548,0
2317,광진구,2019-10-29,13.1,0.5,1.3,2호선,건대입구,93250,0
2318,광진구,2019-10-30,11.2,0.0,1.1,2호선,건대입구,94927,0
2319,광진구,2019-10-31,14.5,0.0,1.4,2호선,건대입구,96773,0
2320,광진구,2019-11-01,14.9,0.0,0.9,2호선,건대입구,107710,1
2321,광진구,2019-11-02,13.9,0.0,0.8,2호선,건대입구,101426,1
2322,광진구,2019-11-03,14.3,0.0,1.5,2호선,건대입구,80875,1
2323,광진구,2019-11-04,13.4,0.0,1.3,2호선,건대입구,90365,0
2324,광진구,2019-11-05,12.1,0.0,0.9,2호선,건대입구,94658,0
2325,광진구,2019-11-06,11.4,0.0,0.9,2호선,건대입구,93995,0
2326,광진구,2019-11-07,10.2,0.0,1.5,2호선,건대입구,95855,0
2327,광진구,2019-11-08,7.4,0.0,1.1,2호선,건대입구,107461,1
2328,광진구,2019-11-09,9.3,0.0,1.0,2호선,건대입구,104720,1
2329,광진구,2019-11-10,9.8,11.0,1.1,2호선,건대입구,75385,1
2330,광진구,2019-11-11,11.6,0.5,1.4,2호선,건대입구,90296,0
2331,광진구,2019-11-12,9.3,0.0,0.7,2호선,건대입구,92022,0
2332,광진구,2019-11-13,7.9,8.5,1.6,2호선,건대입구,91268,0
2333,광진구,2019-11-14,2.2,0.0,2.0,2호선,건대입구,96396,0
2334,광진구,2019-11-15,5.7,23.0,1.3,2호선,건대입구,102481,1
2335,광진구,2019-11-16,6.7,0.0,1.0,2호선,건대입구,115701,1
2336,광진구,2019-11-17,8.2,34.5,1.3,2호선,건대입구,67847,1
2337,광진구,2019-11-18,5.5,16.5,2.6,2호선,건대입구,90390,0
2338,광진구,2019-11-19,1.4,0.0,2.0,2호선,건대입구,91255,0
2339,광진구,2019-11-20,1.6,0.0,1.3,2호선,건대입구,93785,0
2340,광진구,2019-11-21,4.3,0.0,1.0,2호선,건대입구,95894,0
2341,광진구,2019-11-22,8.9,0.0,0.9,2호선,건대입구,107488,1
2342,광진구,2019-11-23,10.9,0.0,0.7,2호선,건대입구,104823,1
2343,광진구,2019-11-24,10.0,2.5,1.2,2호선,건대입구,72008,1
2344,광진구,2019-11-25,3.3,0.0,1.6,2호선,건대입구,90951,0
2345,광진구,2019-11-26,7.3,0.0,1.1,2호선,건대입구,94443,0
2346,광진구,2019-11-27,4.7,0.0,1.6,2호선,건대입구,95530,0
2347,광진구,2019-11-28,4.9,0.0,1.2,2호선,건대입구,95949,0
2348,광진구,2019-11-29,3.1,0.0,1.3,2호선,건대입구,106909,1
2349,광진구,2019-11-30,4.8,0.0,1.0,2호선,건대입구,103820,1
2350,광진구,2019-12-01,5.2,3.0,0.9,2호선,건대입구,67351,1
2351,광진구,2019-12-02,1.3,0.0,2.4,2호선,건대입구,88436,0
2352,광진구,2019-12-03,1.1,0.5,1.1,2호선,건대입구,89257,0
2353,광진구,2019-12-04,3.2,0.0,1.3,2호선,건대입구,92239,0
2354,광진구,2019-12-05,-2.9,0.0,2.3,2호선,건대입구,92971,0
2355,광진구,2019-12-06,-4.7,0.0,1.3,2호선,건대입구,101303,1
2356,광진구,2019-12-07,-1.8,0.0,0.9,2호선,건대입구,97178,1
2357,광진구,2019-12-08,-0.7,0.0,0.8,2호선,건대입구,68954,1
2358,광진구,2019-12-09,3.6,0.0,1.0,2호선,건대입구,87735,0
2359,광진구,2019-12-10,7.9,2.5,0.7,2호선,건대입구,92135,0
2360,광진구,2019-12-11,6.5,0.0,2.3,2호선,건대입구,93394,0
2361,광진구,2019-12-12,0.6,0.0,1.8,2호선,건대입구,96469,0
2362,광진구,2019-12-13,2.5,0.0,1.1,2호선,건대입구,108781,1
2363,광진구,2019-12-14,3.6,0.5,1.6,2호선,건대입구,104190,1
2364,광진구,2019-12-15,4.8,0.0,0.7,2호선,건대입구,73639,1
2365,광진구,2019-12-16,7.6,0.0,0.8,2호선,건대입구,94774,0
2366,광진구,2019-12-17,7.7,10.0,1.3,2호선,건대입구,94390,0
2367,광진구,2019-12-18,2.1,0.0,1.7,2호선,건대입구,98554,0
2368,광진구,2019-12-19,0.7,0.0,1.7,2호선,건대입구,102257,0
2369,광진구,2019-12-20,0.2,0.0,1.6,2호선,건대입구,115249,1
2370,광진구,2019-12-21,-0.4,0.5,0.9,2호선,건대입구,110129,1
2371,광진구,2019-12-22,4.0,0.5,0.8,2호선,건대입구,81869,1
2372,광진구,2019-12-23,3.8,2.5,1.1,2호선,건대입구,100477,0
2373,광진구,2019-12-24,1.2,0.0,1.0,2호선,건대입구,118593,0
2374,광진구,2019-12-25,2.2,0.0,0.8,2호선,건대입구,94692,1
2375,광진구,2019-12-26,2.8,1.0,1.5,2호선,건대입구,99103,0
2376,광진구,2019-12-27,-0.4,0.0,1.7,2호선,건대입구,107905,1
2377,광진구,2019-12-28,1.3,0.0,0.9,2호선,건대입구,99235,1
2378,광진구,2019-12-29,3.8,1.5,0.8,2호선,건대입구,74573,1
2379,광진구,2019-12-30,3.5,0.0,1.7,2호선,건대입구,98236,0
2380,광진구,2019-12-31,-6.6,0.0,2.3,2호선,건대입구,101447,1
2381,광진구,2020-01-01,-2.0,0.0,0.9,2호선,건대입구,58297,1
2382,광진구,2020-01-02,1.8,0.0,1.0,2호선,건대입구,89398,0
2383,광진구,2020-01-03,1.1,0.0,1.1,2호선,건대입구,101902,1
2384,광진구,2020-01-04,1.8,0.0,1.1,2호선,건대입구,93397,1
2385,광진구,2020-01-05,1.1,0.0,0.6,2호선,건대입구,69314,1
2386,광진구,2020-01-06,2.8,1.5,1.9,2호선,건대입구,87804,0
2387,광진구,2020-01-07,6.2,55.0,2.7,2호선,건대입구,85238,0
2388,광진구,2020-01-08,3.5,6.0,2.6,2호선,건대입구,92118,0
2389,광진구,2020-01-09,0.3,0.0,1.7,2호선,건대입구,94356,0
2390,광진구,2020-01-10,0.5,0.0,1.1,2호선,건대입구,104167,1
2391,광진구,2020-01-11,0.7,0.0,1.3,2호선,건대입구,99388,1
2392,광진구,2020-01-12,0.1,0.0,1.8,2호선,건대입구,73849,1
2393,광진구,2020-01-13,-1.4,0.0,1.8,2호선,건대입구,87773,0
2394,광진구,2020-01-14,-1.4,0.0,1.2,2호선,건대입구,90997,0
2395,광진구,2020-01-15,-1.5,0.0,1.3,2호선,건대입구,92897,0
2396,광진구,2020-01-16,-0.7,0.0,1.2,2호선,건대입구,93250,0
2397,광진구,2020-01-17,0.2,0.0,1.0,2호선,건대입구,103048,1
2398,광진구,2020-01-18,1.1,0.0,1.1,2호선,건대입구,97175,1
2399,광진구,2020-01-19,2.5,0.5,1.4,2호선,건대입구,69230,1
2400,광진구,2020-01-20,1.9,0.0,2.1,2호선,건대입구,89479,0
2401,광진구,2020-01-21,0.4,0.0,0.9,2호선,건대입구,90802,0
2402,광진구,2020-01-22,3.1,0.0,0.9,2호선,건대입구,93557,0
2403,광진구,2020-01-23,4.8,0.0,1.1,2호선,건대입구,92507,0
2404,광진구,2020-01-24,3.7,0.0,0.9,2호선,건대입구,46232,1
2405,광진구,2020-01-25,4.5,0.0,0.7,2호선,건대입구,36436,1
2406,광진구,2020-01-26,5.4,0.0,1.6,2호선,건대입구,56992,1
2407,광진구,2020-01-27,6.5,0.0,2.9,2호선,건대입구,58523,1
2408,광진구,2020-01-28,7.8,0.0,1.8,2호선,건대입구,77843,0
2409,광진구,2020-01-29,6.3,0.0,1.4,2호선,건대입구,79385,0
2410,광진구,2020-01-30,5.7,0.0,1.4,2호선,건대입구,79458,0
2411,광진구,2020-01-31,4.8,0.0,1.6,2호선,건대입구,83921,1
2412,광진구,2020-02-01,3.5,0.0,1.2,2호선,건대입구,69730,1
2413,광진구,2020-02-02,2.8,0.0,1.3,2호선,건대입구,50902,1
2414,광진구,2020-02-03,0.8,0.0,2.3,2호선,건대입구,73455,0
2415,광진구,2020-02-04,-0.4,0.0,1.9,2호선,건대입구,74663,0
2416,광진구,2020-02-05,-6.7,0.0,2.4,2호선,건대입구,73483,0
2417,광진구,2020-02-06,-5.1,0.0,1.3,2호선,건대입구,72840,0
2418,광진구,2020-02-07,-0.5,0.0,1.3,2호선,건대입구,81373,1
2419,광진구,2020-02-08,1.0,0.0,2.2,2호선,건대입구,68653,1
2420,광진구,2020-02-09,0.5,0.0,1.3,2호선,건대입구,51692,1
2421,광진구,2020-02-10,4.4,0.0,1.0,2호선,건대입구,76451,0
2422,광진구,2020-02-11,6.9,0.0,0.9,2호선,건대입구,79673,0
2423,광진구,2020-02-12,7.0,0.5,1.0,2호선,건대입구,75550,0
2424,광진구,2020-02-13,7.5,0.0,1.2,2호선,건대입구,83652,0
2425,광진구,2020-02-14,8.0,0.0,0.7,2호선,건대입구,92971,1
2426,광진구,2020-02-15,10.1,0.0,1.3,2호선,건대입구,79727,1
2427,광진구,2020-02-16,-0.3,1.5,2.6,2호선,건대입구,55436,1
2428,광진구,2020-02-17,-5.0,0.0,2.4,2호선,건대입구,79053,0
2429,광진구,2020-02-18,-2.5,0.0,1.8,2호선,건대입구,81276,0
2430,광진구,2020-02-19,1.4,0.0,1.0,2호선,건대입구,82333,0
2431,광진구,2020-02-20,5.0,0.0,1.0,2호선,건대입구,81284,0
2432,광진구,2020-02-21,7.1,0.0,1.1,2호선,건대입구,83027,1
2433,광진구,2020-02-22,5.1,1.0,3.0,2호선,건대입구,62926,1
2434,광진구,2020-02-23,3.6,0.0,1.6,2호선,건대입구,43286,1
2435,광진구,2020-02-24,7.0,0.0,0.7,2호선,건대입구,62738,0
2436,광진구,2020-02-25,6.6,0.0,2.5,2호선,건대입구,57040,0
2437,광진구,2020-02-26,7.2,0.0,1.4,2호선,건대입구,58620,0
2438,광진구,2020-02-27,6.9,0.0,1.3,2호선,건대입구,57368,0
2439,광진구,2020-02-28,4.7,0.0,0.9,2호선,건대입구,56400,1
2440,광진구,2020-02-29,8.0,0.0,1.1,2호선,건대입구,42003,1
2441,광진구,2020-03-01,6.4,0.0,1.3,2호선,건대입구,29376,1
2442,광진구,2020-03-02,4.5,0.0,2.1,2호선,건대입구,52846,0
2443,광진구,2020-03-03,5.7,0.0,1.5,2호선,건대입구,53347,0
2444,광진구,2020-03-04,3.3,0.0,2.7,2호선,건대입구,54048,0
2445,광진구,2020-03-05,2.5,0.0,2.0,2호선,건대입구,55120,0
2446,광진구,2020-03-06,4.4,0.0,1.0,2호선,건대입구,61244,1
2447,광진구,2020-03-07,7.6,0.0,1.1,2호선,건대입구,47137,1
2448,광진구,2020-03-08,9.4,0.0,0.9,2호선,건대입구,36161,1
2449,광진구,2020-03-09,11.2,0.0,0.9,2호선,건대입구,58285,0
2450,광진구,2020-03-10,7.6,5.5,1.5,2호선,건대입구,54712,0
2451,광진구,2020-03-11,4.5,0.0,2.2,2호선,건대입구,59646,0
2452,광진구,2020-03-12,7.7,0.0,1.5,2호선,건대입구,58797,0
2453,광진구,2020-03-13,6.1,0.0,2.4,2호선,건대입구,64483,1
2454,광진구,2020-03-14,4.9,0.0,2.3,2호선,건대입구,52208,1
2455,광진구,2020-03-15,5.4,0.0,2.6,2호선,건대입구,37012,1
2456,광진구,2020-03-16,4.3,0.0,2.1,2호선,건대입구,57221,0
2457,광진구,2020-03-17,7.0,0.0,1.5,2호선,건대입구,57054,0
2458,광진구,2020-03-18,10.6,0.0,1.2,2호선,건대입구,60636,0
2459,광진구,2020-03-19,10.0,0.0,3.5,2호선,건대입구,57214,0
2460,광진구,2020-03-20,9.7,0.0,2.1,2호선,건대입구,68450,1
2461,광진구,2020-03-21,12.9,0.0,1.3,2호선,건대입구,54480,1
2462,광진구,2020-03-22,12.1,0.0,2.2,2호선,건대입구,40829,1
2463,광진구,2020-03-23,11.3,0.0,1.8,2호선,건대입구,58295,0
2464,광진구,2020-03-24,11.6,0.0,1.3,2호선,건대입구,58872,0
2465,광진구,2020-03-25,12.9,0.0,1.2,2호선,건대입구,61997,0
2466,광진구,2020-03-26,14.6,0.5,0.9,2호선,건대입구,58610,0
2467,광진구,2020-03-27,12.9,3.0,2.1,2호선,건대입구,67311,1
2468,광진구,2020-03-28,8.8,0.0,2.2,2호선,건대입구,56105,1
2469,광진구,2020-03-29,9.4,0.0,1.5,2호선,건대입구,40857,1
2470,광진구,2020-03-30,10.8,0.0,1.3,2호선,건대입구,58576,0
2471,광진구,2020-03-31,12.6,0.0,1.3,2호선,건대입구,59623,0
2472,광진구,2020-04-01,12.2,0.0,2.2,2호선,건대입구,61232,0
2473,광진구,2020-04-02,10.1,0.0,1.7,2호선,건대입구,61078,0
2474,광진구,2020-04-03,10.5,0.0,1.9,2호선,건대입구,68140,1
2475,광진구,2020-04-04,10.1,0.0,2.4,2호선,건대입구,56845,1
2476,광진구,2020-04-05,8.4,0.0,2.0,2호선,건대입구,40304,1
2477,광진구,2020-04-06,9.9,0.0,1.9,2호선,건대입구,59525,0
2478,광진구,2020-04-07,11.4,0.0,1.9,2호선,건대입구,60262,0
2479,광진구,2020-04-08,10.7,0.0,2.3,2호선,건대입구,61358,0
2480,광진구,2020-04-09,10.0,0.0,2.2,2호선,건대입구,61237,0
2481,광진구,2020-04-10,11.0,0.0,1.4,2호선,건대입구,68650,1
